                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.91622,                 0.6949,                0.89451,                 0.6487,                0.78116,                0.75745,                0.55309,                 0.9932,                0.89667,                0.93795,               0.001486,               0.001486,               0.001486
                     89,                0.91136,                0.68852,                0.89477,                0.67229,                 0.7521,                0.76187,                0.56135,                0.97474,                0.90151,                0.93405,               0.001387,               0.001387,               0.001387
                     90,                0.91088,                0.68133,                0.89431,                 0.6685,                0.74966,                 0.7545,                0.55161,                0.97426,                0.90563,                0.93331,               0.001288,               0.001288,               0.001288
                     91,                0.92057,                0.70041,                 0.9092,                0.63906,                0.79125,                0.75436,                0.54744,                0.97212,                0.89135,                0.93376,               0.001189,               0.001189,               0.001189
                     92,                0.91178,                0.66644,                0.90763,                0.64402,                0.77389,                0.75663,                0.55139,                0.97367,                0.88267,                0.93443,                0.00109,                0.00109,                0.00109
                     93,                0.91289,                0.66107,                0.90879,                0.68056,                0.72796,                0.75396,                0.55374,                0.98026,                 0.8836,                0.93728,               0.000991,               0.000991,               0.000991
                     94,                0.90954,                0.65145,                0.91143,                0.67716,                  0.736,                0.75907,                0.55799,                0.97847,                0.89811,                0.93453,               0.000892,               0.000892,               0.000892
                     95,                0.90571,                0.65079,                0.90517,                 0.6552,                0.77187,                0.75892,                0.55588,                0.97234,                0.88335,                0.93199,               0.000793,               0.000793,               0.000793
                     96,                0.89758,                0.64102,                0.90396,                0.67072,                0.74507,                0.75875,                0.55655,                 0.9825,                 0.9027,                0.93529,               0.000694,               0.000694,               0.000694
                     97,                0.90559,                0.64746,                0.91054,                 0.6748,                0.73886,                0.75958,                0.55568,                0.97272,                0.89395,                0.93039,               0.000595,               0.000595,               0.000595
                     98,                0.90589,                0.64288,                0.90726,                0.68286,                0.73954,                0.76293,                 0.5575,                0.97626,                0.89958,                0.93311,               0.000496,               0.000496,               0.000496
                     99,                0.89915,                 0.6247,                0.90057,                0.67928,                0.73743,                 0.7568,                0.55418,                0.97807,                0.89629,                0.93403,               0.000397,               0.000397,               0.000397
                    100,                0.89624,                0.62958,                0.90044,                0.66451,                0.75067,                0.75913,                0.55714,                0.97805,                0.88743,                 0.9338,               0.000298,               0.000298,               0.000298
